ada,gnb,svm,majority,nn
0.9332161687170476,0.9490333919156416,0.9121265377855888,0.9420035149384886,0.8998242443810448
0.9420035149384886,0.9349736379613356,0.9402460456942004,0.9507908611599296,0.9261862824168482
0.945518453427065,0.9297012302284711,0.9244288224956064,0.952548330404218,0.9138839942499708
0.9490333919156416,0.936731107205624,0.92091388400703,0.954305799648506,0.9138839961355306
0.9121265377855888,0.9349736379613356,0.9279437609841829,0.9472759226713532,0.8857644874936458
0.9314586994727592,0.938488576449912,0.9086115992970124,0.9472759226713532,0.9033391807745548
0.8717047451669596,0.9279437609841829,0.9191564147627416,0.9191564147627416,0.8295254790091556
0.9279437609841829,0.9314586994727592,0.9279437609841829,0.9420035149384886,0.8857644931503256
0.9490333919156416,0.9420035149384886,0.9402460456942004,0.9666080843585236,0.92442881474386
0.9121265377855888,0.9332161687170476,0.9490333919156416,0.9437609841827768,0.9297012193341246
0.9314586994727592,0.9349736379613356,0.9279437609841829,0.952548330404218,0.943760970564844
0.9244288224956064,0.9297012302284711,0.8980667838312829,0.9279437609841829,0.8875219580997272
0.8998242530755711,0.945518453427065,0.938488576449912,0.9332161687170476,0.9349736258099494
0.905096660808436,0.938488576449912,0.9138840070298768,0.9103690685413004,0.913883995611764
0.92091388400703,0.9490333919156416,0.9156414762741651,0.954305799648506,0.922671346547105
0.9086115992970124,0.9279437609841829,0.9349736379613356,0.9420035149384886,0.9156414656940788
0.9279437609841829,0.936731107205624,0.92091388400703,0.9490333919156416,0.9068541190536245
0.945518453427065,0.936731107205624,0.938488576449912,0.9490333919156416,0.9297012206959179
0.9314586994727592,0.945518453427065,0.9578207381370826,0.9490333919156416,0.9086115872503794
0.906854130052724,0.9332161687170476,0.936731107205624,0.9349736379613356,0.8242530720095643
0.954305799648506,0.938488576449912,0.945518453427065,0.954305799648506,0.9314586931875596
0.9121265377855888,0.9420035149384886,0.9490333919156416,0.9437609841827768,0.9349736295810692
0.945518453427065,0.9314586994727592,0.938488576449912,0.9490333919156416,0.8857644917885322
0.9314586994727592,0.9402460456942004,0.938488576449912,0.954305799648506,0.8857644893792057
0.9191564147627416,0.9349736379613356,0.9402460456942004,0.9437609841827768,0.9068541171680644
0.9121265377855888,0.9297012302284711,0.9244288224956064,0.9402460456942004,0.8646748634759068
0.9402460456942004,0.9437609841827768,0.9279437609841829,0.9402460456942004,0.9367310958922642
0.9173989455184536,0.938488576449912,0.92091388400703,0.92091388400703,0.9103690592182542
0.9349736379613356,0.936731107205624,0.9332161687170476,0.9437609841827768,0.9191564115153884
0.9279437609841829,0.9279437609841829,0.936731107205624,0.9437609841827768,0.9367310977778242
0.9437609841827768,0.9314586994727592,0.9349736379613356,0.9437609841827768,0.9525483228619782
0.9156414762741651,0.9472759226713532,0.922671353251318,0.936731107205624,0.9121265293005691
0.9297012302284711,0.9437609841827768,0.8963093145869947,0.9402460456942004,0.7820738163270934
0.9261862917398944,0.9507908611599296,0.9279437609841829,0.9420035149384886,0.92442881662942
0.9191564147627416,0.9437609841827768,0.922671353251318,0.9279437609841829,0.9384885735168188
0.938488576449912,0.952548330404218,0.9244288224956064,0.9490333919156416,0.9156414675796388
0.945518453427065,0.9402460456942004,0.9420035149384886,0.9560632688927944,0.9349736258099494
0.9402460456942004,0.9507908611599296,0.9420035149384886,0.9472759226713532,0.9472759126150336
0.9173989455184536,0.9472759226713532,0.906854130052724,0.9191564147627416,0.9314586888926728
0.9402460456942004,0.936731107205624,0.945518453427065,0.9472759226713532,0.9173989338908338
0.9472759226713532,0.945518453427065,0.936731107205624,0.952548330404218,0.9191564082680352
0.9420035149384886,0.9420035149384886,0.9437609841827768,0.9560632688927944,0.9332161632698744
0.9244288224956064,0.9297012302284711,0.9420035149384886,0.9402460456942004,0.92442881662942
0.9420035149384886,0.9297012302284711,0.9261862917398944,0.9437609841827768,0.905096655151756
0.9490333919156416,0.952548330404218,0.936731107205624,0.9578207381370826,0.9173989338908338
0.9156414762741651,0.9490333919156416,0.9402460456942004,0.9472759226713532,0.926186288073528
0.92091388400703,0.954305799648506,0.9332161687170476,0.9420035149384886,0.926186284302408
0.9472759226713532,0.9490333919156416,0.8840070298769771,0.9507908611599296,0.9173989363001605
0.9349736379613356,0.945518453427065,0.9437609841827768,0.9472759226713532,0.8681898019644833
0.945518453427065,0.9490333919156416,0.9156414762741651,0.9490333919156416,0.922671346547105
0.9191564147627416,0.9402460456942004,0.9297012302284711,0.938488576449912,0.92442881474386
0.9402460456942004,0.938488576449912,0.936731107205624,0.961335676625659,0.9261862791694948
0.936731107205624,0.9578207381370826,0.8980667838312829,0.954305799648506,0.9015817163489196
0.936731107205624,0.9297012302284711,0.9173989455184536,0.9437609841827768,0.9543057872876132
0.9490333919156416,0.936731107205624,0.9297012302284711,0.954305799648506,0.9384885640890192
0.9420035149384886,0.9349736379613356,0.9279437609841829,0.9437609841827768,0.9261862848261748
0.9349736379613356,0.9420035149384886,0.9121265377855888,0.936731107205624,0.9244288123345332
0.9138840070298768,0.936731107205624,0.9420035149384886,0.9349736379613356,0.8998242481521647
0.9314586994727592,0.954305799648506,0.9086115992970124,0.9472759226713532,0.922671344661545
0.938488576449912,0.9507908611599296,0.9121265377855888,0.9560632688927944,0.9297012174485648
0.9437609841827768,0.9437609841827768,0.9507908611599296,0.9578207381370826,0.8980667761842899
0.936731107205624,0.9297012302284711,0.9156414762741651,0.9472759226713532,0.9349736258099494
0.9420035149384886,0.9420035149384886,0.945518453427065,0.952548330404218,0.9121265279387756
0.9191564147627416,0.9349736379613356,0.9314586994727592,0.936731107205624,0.9033391788889948
0.945518453427065,0.9507908611599296,0.9349736379613356,0.9507908611599296,0.9015817163489196
0.936731107205624,0.9402460456942004,0.8752196836555359,0.9402460456942004,0.9103690573326942
0.9332161687170476,0.9332161687170476,0.9420035149384886,0.945518453427065,0.7715289945761642
0.945518453427065,0.9472759226713532,0.9173989455184536,0.9630931458699472,0.940246036056894
0.9420035149384886,0.9595782073813708,0.9121265377855888,0.961335676625659,0.8523725828512692
0.9490333919156416,0.9507908611599296,0.92091388400703,0.954305799648506,0.9226713390048652
0.936731107205624,0.952548330404218,0.922671353251318,0.961335676625659,0.8857644877031524
